19:33:41.516 [main] INFO  h.b.m.t.b.e.o.EpsilonModelOperationFactory - Creating operation for CONNECTEDSEGMENTS
19:33:57.609 [main] INFO  o.e.e.e.s.AbstractStandaloneEngine - Executing engine.
19:33:57.610 [main] INFO  o.e.e.e.s.AbstractStandaloneEngine - Adding models to context.
19:33:57.610 [main] INFO  o.e.e.e.s.AbstractStandaloneEngine - Adding parametrs to context.
19:33:57.610 [main] INFO  o.e.e.e.s.AbstractStandaloneEngine - Adding Native Type Delegates
19:33:57.610 [main] INFO  o.e.e.e.s.AbstractStandaloneEngine - Pre-process execution
19:33:57.610 [main] INFO  o.e.e.e.s.evl.EvlStandaloneEngine - Executing EVL script.
19:33:57.611 [main] INFO  o.e.e.e.s.AbstractStandaloneEngine - Post-process execution.
19:33:57.611 [main] INFO  o.e.e.e.s.evl.EvlStandaloneEngine - Retrieving unsatisfied Constraints.
19:33:57.611 [main] INFO  h.b.m.t.b.e.q.EpsilonApiEvlQuery - The Evl Query returned 1 matches.
19:33:57.612 [main] DEBUG h.b.m.t.b.e.q.EpsilonApiEvlQuery - Element org.eclipse.emf.ecore.impl.DynamicEObjectImpl@fd53053 (eClass: org.eclipse.emf.ecore.impl.EClassImpl@55182842 (name: Route) (instanceClassName: null) (abstract: false, interface: false)) did not satisfy SwitchSet
19:33:57.612 [main] DEBUG h.b.m.t.b.e.q.EpsilonApiEvlQuery - Match created
19:33:57.612 [main] INFO  o.e.e.e.s.AbstractStandaloneEngine - Disposing engine
19:33:57.612 [main] INFO  h.b.m.t.b.e.q.EpsilonApiEvlQuery - Start evaluation
19:33:57.616 [main] INFO  h.b.m.t.b.e.q.EpsilonApiEvlQuery - Creating engine
19:33:57.617 [main] INFO  o.e.e.e.s.evl.EvlStandaloneEngine - Creating the EvlStandaloneEngine
19:33:57.617 [main] INFO  h.b.m.t.b.e.q.EpsilonApiEvlQuery - Executing
19:33:57.617 [main] INFO  o.e.e.e.s.AbstractStandaloneEngine - Executing engine.
19:33:57.618 [main] INFO  o.e.e.e.s.AbstractStandaloneEngine - Adding models to context.
19:33:57.618 [main] INFO  o.e.e.e.s.AbstractStandaloneEngine - Adding parametrs to context.
19:33:57.618 [main] INFO  o.e.e.e.s.AbstractStandaloneEngine - Adding Native Type Delegates
19:33:57.618 [main] INFO  o.e.e.e.s.AbstractStandaloneEngine - Pre-process execution
19:33:57.618 [main] INFO  o.e.e.e.s.evl.EvlStandaloneEngine - Executing EVL script.
19:33:57.619 [main] INFO  o.e.e.e.s.AbstractStandaloneEngine - Post-process execution.
19:33:57.619 [main] INFO  o.e.e.e.s.evl.EvlStandaloneEngine - Retrieving unsatisfied Constraints.
19:33:57.619 [main] INFO  h.b.m.t.b.e.q.EpsilonApiEvlQuery - The Evl Query returned 0 matches.
19:33:57.619 [main] INFO  o.e.e.e.s.AbstractStandaloneEngine - Disposing engine
19:33:57.619 [main] INFO  h.b.m.t.b.e.t.EpsilonApiEolTransformation - Model Transformation activated
19:33:57.620 [main] INFO  h.b.m.t.b.e.t.EpsilonApiEolTransformation - Creating engine
19:33:57.620 [main] INFO  o.e.e.e.s.eol.EolStandaloneEngine - Creating the EolStandaloneEngine
19:33:57.620 [main] INFO  h.b.m.t.b.e.t.EpsilonApiEolTransformation - Executing
19:33:57.620 [main] INFO  o.e.e.e.s.AbstractStandaloneEngine - Executing engine.
19:33:57.624 [main] INFO  o.e.e.e.s.AbstractStandaloneEngine - Adding models to context.
19:33:57.624 [main] INFO  o.e.e.e.s.AbstractStandaloneEngine - Adding parametrs to context.
19:33:57.624 [main] INFO  o.e.e.e.s.AbstractStandaloneEngine - Adding Native Type Delegates
19:33:57.624 [main] INFO  o.e.e.e.s.AbstractStandaloneEngine - Pre-process execution
19:33:57.624 [main] INFO  o.e.e.e.s.eol.EolStandaloneEngine - Executing EOL operation RepairConnectedSegments with arguments: [[]].
19:33:57.624 [main] INFO  o.e.e.e.s.AbstractStandaloneEngine - Post-process execution.
19:33:57.624 [main] INFO  o.e.e.e.s.AbstractStandaloneEngine - Disposing engine
19:33:57.624 [main] INFO  h.b.m.t.b.e.t.EpsilonApiEolTransformation - Model Transformation activated
19:33:57.625 [main] INFO  h.b.m.t.b.e.t.EpsilonApiEolTransformation - Creating engine
19:33:57.625 [main] INFO  o.e.e.e.s.eol.EolStandaloneEngine - Creating the EolStandaloneEngine
19:33:57.625 [main] INFO  h.b.m.t.b.e.t.EpsilonApiEolTransformation - Executing
19:33:57.625 [main] INFO  o.e.e.e.s.AbstractStandaloneEngine - Executing engine.
19:33:57.628 [main] INFO  o.e.e.e.s.AbstractStandaloneEngine - Adding models to context.
19:33:57.628 [main] INFO  o.e.e.e.s.AbstractStandaloneEngine - Adding parametrs to context.
19:33:57.628 [main] INFO  o.e.e.e.s.AbstractStandaloneEngine - Adding Native Type Delegates
19:33:57.628 [main] INFO  o.e.e.e.s.AbstractStandaloneEngine - Pre-process execution
19:33:57.629 [main] INFO  o.e.e.e.s.eol.EolStandaloneEngine - Executing EOL operation RepairPosLength with arguments: [[EpsilonMatch [match=[org.eclipse.emf.ecore.impl.DynamicEObjectImpl@42b84286 (eClass: org.eclipse.emf.ecore.impl.EClassImpl@34123d65 (name: Segment) (instanceClassName: null) (abstract: false, interface: false))]], EpsilonMatch [match=[org.eclipse.emf.ecore.impl.DynamicEObjectImpl@65e21ce3 (eClass: org.eclipse.emf.ecore.impl.EClassImpl@34123d65 (name: Segment) (instanceClassName: null) (abstract: false, interface: false))]], EpsilonMatch [match=[org.eclipse.emf.ecore.impl.DynamicEObjectImpl@36480b2d (eClass: org.eclipse.emf.ecore.impl.EClassImpl@34123d65 (name: Segment) (instanceClassName: null) (abstract: false, interface: false))]], EpsilonMatch [match=[org.eclipse.emf.ecore.impl.DynamicEObjectImpl@1457fde (eClass: org.eclipse.emf.ecore.impl.EClassImpl@34123d65 (name: Segment) (instanceClassName: null) (abstract: false, interface: false))]], EpsilonMatch [match=[org.eclipse.emf.ecore.impl.DynamicEObjectImpl@f88bfbe (eClass: org.eclipse.emf.ecore.impl.EClassImpl@34123d65 (name: Segment) (instanceClassName: null) (abstract: false, interface: false))]], EpsilonMatch [match=[org.eclipse.emf.ecore.impl.DynamicEObjectImpl@31c628e7 (eClass: org.eclipse.emf.ecore.impl.EClassImpl@34123d65 (name: Segment) (instanceClassName: null) (abstract: false, interface: false))]], EpsilonMatch [match=[org.eclipse.emf.ecore.impl.DynamicEObjectImpl@79b84841 (eClass: org.eclipse.emf.ecore.impl.EClassImpl@34123d65 (name: Segment) (instanceClassName: null) (abstract: false, interface: false))]], EpsilonMatch [match=[org.eclipse.emf.ecore.impl.DynamicEObjectImpl@4364712f (eClass: org.eclipse.emf.ecore.impl.EClassImpl@34123d65 (name: Segment) (instanceClassName: null) (abstract: false, interface: false))]], EpsilonMatch [match=[org.eclipse.emf.ecore.impl.DynamicEObjectImpl@4dba773d (eClass: org.eclipse.emf.ecore.impl.EClassImpl@34123d65 (name: Segment) (instanceClassName: null) (abstract: false, interface: false))]], EpsilonMatch [match=[org.eclipse.emf.ecore.impl.DynamicEObjectImpl@26d41711 (eClass: org.eclipse.emf.ecore.impl.EClassImpl@34123d65 (name: Segment) (instanceClassName: null) (abstract: false, interface: false))]]]].
19:33:57.629 [main] INFO  o.e.e.e.s.AbstractStandaloneEngine - Post-process execution.
19:33:57.629 [main] INFO  o.e.e.e.s.AbstractStandaloneEngine - Disposing engine
19:33:57.629 [main] INFO  h.b.m.t.b.e.t.EpsilonApiEolTransformation - Model Transformation activated
19:33:57.629 [main] INFO  h.b.m.t.b.e.t.EpsilonApiEolTransformation - Creating engine
19:33:57.630 [main] INFO  o.e.e.e.s.eol.EolStandaloneEngine - Creating the EolStandaloneEngine
19:33:57.630 [main] INFO  h.b.m.t.b.e.t.EpsilonApiEolTransformation - Executing
19:33:57.630 [main] INFO  o.e.e.e.s.AbstractStandaloneEngine - Executing engine.
19:33:57.633 [main] INFO  o.e.e.e.s.AbstractStandaloneEngine - Adding models to context.
19:33:57.633 [main] INFO  o.e.e.e.s.AbstractStandaloneEngine - Adding parametrs to context.
19:33:57.633 [main] INFO  o.e.e.e.s.AbstractStandaloneEngine - Adding Native Type Delegates
19:33:57.633 [main] INFO  o.e.e.e.s.AbstractStandaloneEngine - Pre-process execution
19:33:57.634 [main] INFO  o.e.e.e.s.eol.EolStandaloneEngine - Executing EOL operation RepairRouteSensor with arguments: [[EpsilonMatch [match=[org.eclipse.emf.ecore.impl.DynamicEObjectImpl@1e0a864d (eClass: org.eclipse.emf.ecore.impl.EClassImpl@55182842 (name: Route) (instanceClassName: null) (abstract: false, interface: false)), org.eclipse.emf.ecore.impl.DynamicEObjectImpl@60bbacfc (eClass: org.eclipse.emf.ecore.impl.EClassImpl@77888435 (name: Sensor) (instanceClassName: null) (abstract: false, interface: false)), org.eclipse.emf.ecore.impl.DynamicEObjectImpl@a96d56c (eClass: org.eclipse.emf.ecore.impl.EClassImpl@3590fc5b (name: SwitchPosition) (instanceClassName: null) (abstract: false, interface: false)), org.eclipse.emf.ecore.impl.DynamicEObjectImpl@178f268a (eClass: org.eclipse.emf.ecore.impl.EClassImpl@1bb5a082 (name: Switch) (instanceClassName: null) (abstract: false, interface: false))]], EpsilonMatch [match=[org.eclipse.emf.ecore.impl.DynamicEObjectImpl@fd53053 (eClass: org.eclipse.emf.ecore.impl.EClassImpl@55182842 (name: Route) (instanceClassName: null) (abstract: false, interface: false)), org.eclipse.emf.ecore.impl.DynamicEObjectImpl@7efb53af (eClass: org.eclipse.emf.ecore.impl.EClassImpl@77888435 (name: Sensor) (instanceClassName: null) (abstract: false, interface: false)), org.eclipse.emf.ecore.impl.DynamicEObjectImpl@2c05ff9d (eClass: org.eclipse.emf.ecore.impl.EClassImpl@3590fc5b (name: SwitchPosition) (instanceClassName: null) (abstract: false, interface: false)), org.eclipse.emf.ecore.impl.DynamicEObjectImpl@feb98ef (eClass: org.eclipse.emf.ecore.impl.EClassImpl@1bb5a082 (name: Switch) (instanceClassName: null) (abstract: false, interface: false))]]]].
19:33:57.634 [main] INFO  o.e.e.e.s.AbstractStandaloneEngine - Post-process execution.
19:33:57.634 [main] INFO  o.e.e.e.s.AbstractStandaloneEngine - Disposing engine
19:33:57.634 [main] INFO  h.b.m.t.b.e.t.EpsilonApiEolTransformation - Model Transformation activated
19:33:57.634 [main] INFO  h.b.m.t.b.e.t.EpsilonApiEolTransformation - Creating engine
19:33:57.634 [main] INFO  o.e.e.e.s.eol.EolStandaloneEngine - Creating the EolStandaloneEngine
19:33:57.635 [main] INFO  h.b.m.t.b.e.t.EpsilonApiEolTransformation - Executing
19:33:57.635 [main] INFO  o.e.e.e.s.AbstractStandaloneEngine - Executing engine.
19:33:57.638 [main] INFO  o.e.e.e.s.AbstractStandaloneEngine - Adding models to context.
19:33:57.638 [main] INFO  o.e.e.e.s.AbstractStandaloneEngine - Adding parametrs to context.
19:33:57.638 [main] INFO  o.e.e.e.s.AbstractStandaloneEngine - Adding Native Type Delegates
19:33:57.638 [main] INFO  o.e.e.e.s.AbstractStandaloneEngine - Pre-process execution
19:33:57.638 [main] INFO  o.e.e.e.s.eol.EolStandaloneEngine - Executing EOL operation RepairSemaphoreNeighbor with arguments: [[EpsilonMatch [match=[org.eclipse.emf.ecore.impl.DynamicEObjectImpl@2e1ddc90 (eClass: org.eclipse.emf.ecore.impl.EClassImpl@639c2c1d (name: Semaphore) (instanceClassName: null) (abstract: false, interface: false)), org.eclipse.emf.ecore.impl.DynamicEObjectImpl@fd53053 (eClass: org.eclipse.emf.ecore.impl.EClassImpl@55182842 (name: Route) (instanceClassName: null) (abstract: false, interface: false)), org.eclipse.emf.ecore.impl.DynamicEObjectImpl@4527f70a (eClass: org.eclipse.emf.ecore.impl.EClassImpl@55182842 (name: Route) (instanceClassName: null) (abstract: false, interface: false)), org.eclipse.emf.ecore.impl.DynamicEObjectImpl@59696551 (eClass: org.eclipse.emf.ecore.impl.EClassImpl@77888435 (name: Sensor) (instanceClassName: null) (abstract: false, interface: false)), org.eclipse.emf.ecore.impl.DynamicEObjectImpl@984169e (eClass: org.eclipse.emf.ecore.impl.EClassImpl@77888435 (name: Sensor) (instanceClassName: null) (abstract: false, interface: false)), org.eclipse.emf.ecore.impl.DynamicEObjectImpl@5f69e2b (eClass: org.eclipse.emf.ecore.impl.EClassImpl@34123d65 (name: Segment) (instanceClassName: null) (abstract: false, interface: false)), org.eclipse.emf.ecore.impl.DynamicEObjectImpl@68ac9ec5 (eClass: org.eclipse.emf.ecore.impl.EClassImpl@1bb5a082 (name: Switch) (instanceClassName: null) (abstract: false, interface: false))]]]].
19:33:57.638 [main] INFO  o.e.e.e.s.AbstractStandaloneEngine - Post-process execution.
19:33:57.638 [main] INFO  o.e.e.e.s.AbstractStandaloneEngine - Disposing engine
19:33:57.638 [main] INFO  h.b.m.t.b.e.t.EpsilonApiEolTransformation - Model Transformation activated
19:33:57.639 [main] INFO  h.b.m.t.b.e.t.EpsilonApiEolTransformation - Creating engine
19:33:57.639 [main] INFO  o.e.e.e.s.eol.EolStandaloneEngine - Creating the EolStandaloneEngine
19:33:57.639 [main] INFO  h.b.m.t.b.e.t.EpsilonApiEolTransformation - Executing
19:33:57.639 [main] INFO  o.e.e.e.s.AbstractStandaloneEngine - Executing engine.
19:33:57.643 [main] INFO  o.e.e.e.s.AbstractStandaloneEngine - Adding models to context.
19:33:57.643 [main] INFO  o.e.e.e.s.AbstractStandaloneEngine - Adding parametrs to context.
19:33:57.643 [main] INFO  o.e.e.e.s.AbstractStandaloneEngine - Adding Native Type Delegates
19:33:57.643 [main] INFO  o.e.e.e.s.AbstractStandaloneEngine - Pre-process execution
19:33:57.643 [main] INFO  o.e.e.e.s.eol.EolStandaloneEngine - Executing EOL operation RepairSwitchSet with arguments: [[EpsilonMatch [match=[org.eclipse.emf.ecore.impl.DynamicEObjectImpl@44065156 (eClass: org.eclipse.emf.ecore.impl.EClassImpl@639c2c1d (name: Semaphore) (instanceClassName: null) (abstract: false, interface: false)), org.eclipse.emf.ecore.impl.DynamicEObjectImpl@fd53053 (eClass: org.eclipse.emf.ecore.impl.EClassImpl@55182842 (name: Route) (instanceClassName: null) (abstract: false, interface: false)), org.eclipse.emf.ecore.impl.DynamicEObjectImpl@9679750 (eClass: org.eclipse.emf.ecore.impl.EClassImpl@3590fc5b (name: SwitchPosition) (instanceClassName: null) (abstract: false, interface: false)), org.eclipse.emf.ecore.impl.DynamicEObjectImpl@f4a3a8d (eClass: org.eclipse.emf.ecore.impl.EClassImpl@1bb5a082 (name: Switch) (instanceClassName: null) (abstract: false, interface: false))]]]].
19:33:57.644 [main] INFO  o.e.e.e.s.AbstractStandaloneEngine - Post-process execution.
19:33:57.644 [main] INFO  o.e.e.e.s.AbstractStandaloneEngine - Disposing engine
19:33:57.644 [main] INFO  h.b.m.t.b.e.t.EpsilonApiEolTransformation - Model Transformation activated
19:33:57.645 [main] INFO  h.b.m.t.b.e.t.EpsilonApiEolTransformation - Creating engine
19:33:57.645 [main] INFO  o.e.e.e.s.eol.EolStandaloneEngine - Creating the EolStandaloneEngine
19:33:57.645 [main] INFO  h.b.m.t.b.e.t.EpsilonApiEolTransformation - Executing
19:33:57.645 [main] INFO  o.e.e.e.s.AbstractStandaloneEngine - Executing engine.
19:33:57.660 [main] INFO  o.e.e.e.s.AbstractStandaloneEngine - Adding models to context.
19:33:57.660 [main] INFO  o.e.e.e.s.AbstractStandaloneEngine - Adding parametrs to context.
19:33:57.660 [main] INFO  o.e.e.e.s.AbstractStandaloneEngine - Adding Native Type Delegates
19:33:57.660 [main] INFO  o.e.e.e.s.AbstractStandaloneEngine - Pre-process execution
19:33:57.660 [main] INFO  o.e.e.e.s.eol.EolStandaloneEngine - Executing EOL operation RepairSwitchMonitored with arguments: [[]].
19:33:57.660 [main] INFO  o.e.e.e.s.AbstractStandaloneEngine - Post-process execution.
19:33:57.660 [main] INFO  o.e.e.e.s.AbstractStandaloneEngine - Disposing engine
19:33:57.660 [main] INFO  h.b.m.t.b.e.q.EpsilonApiEvlQuery - Start evaluation
19:33:57.663 [main] INFO  h.b.m.t.b.e.q.EpsilonApiEvlQuery - Creating engine
19:33:57.664 [main] INFO  o.e.e.e.s.evl.EvlStandaloneEngine - Creating the EvlStandaloneEngine
19:33:57.664 [main] INFO  h.b.m.t.b.e.q.EpsilonApiEvlQuery - Executing
19:33:57.664 [main] INFO  o.e.e.e.s.AbstractStandaloneEngine - Executing engine.
19:33:57.666 [main] INFO  o.e.e.e.s.AbstractStandaloneEngine - Adding models to context.
19:33:57.667 [main] INFO  o.e.e.e.s.AbstractStandaloneEngine - Adding parametrs to context.
19:33:57.667 [main] INFO  o.e.e.e.s.AbstractStandaloneEngine - Adding Native Type Delegates
19:33:57.667 [main] INFO  o.e.e.e.s.AbstractStandaloneEngine - Pre-process execution
19:33:57.667 [main] INFO  o.e.e.e.s.evl.EvlStandaloneEngine - Executing EVL script.
19:33:57.767 [main] INFO  o.e.e.e.s.AbstractStandaloneEngine - Post-process execution.
19:33:57.767 [main] INFO  o.e.e.e.s.evl.EvlStandaloneEngine - Retrieving unsatisfied Constraints.
19:33:57.767 [main] INFO  h.b.m.t.b.e.q.EpsilonApiEvlQuery - The Evl Query returned 0 matches.
19:33:57.767 [main] INFO  o.e.e.e.s.AbstractStandaloneEngine - Disposing engine
19:33:57.767 [main] INFO  h.b.m.t.b.e.q.EpsilonApiEvlQuery - Start evaluation
19:33:57.769 [main] INFO  h.b.m.t.b.e.q.EpsilonApiEvlQuery - Creating engine
19:33:57.770 [main] INFO  o.e.e.e.s.evl.EvlStandaloneEngine - Creating the EvlStandaloneEngine
19:33:57.771 [main] INFO  h.b.m.t.b.e.q.EpsilonApiEvlQuery - Executing
19:33:57.771 [main] INFO  o.e.e.e.s.AbstractStandaloneEngine - Executing engine.
19:33:57.773 [main] INFO  o.e.e.e.s.AbstractStandaloneEngine - Adding models to context.
19:33:57.773 [main] INFO  o.e.e.e.s.AbstractStandaloneEngine - Adding parametrs to context.
19:33:57.773 [main] INFO  o.e.e.e.s.AbstractStandaloneEngine - Adding Native Type Delegates
19:33:57.773 [main] INFO  o.e.e.e.s.AbstractStandaloneEngine - Pre-process execution
19:33:57.773 [main] INFO  o.e.e.e.s.evl.EvlStandaloneEngine - Executing EVL script.
19:33:57.782 [main] INFO  o.e.e.e.s.AbstractStandaloneEngine - Post-process execution.
19:33:57.782 [main] INFO  o.e.e.e.s.evl.EvlStandaloneEngine - Retrieving unsatisfied Constraints.
19:33:57.782 [main] INFO  h.b.m.t.b.e.q.EpsilonApiEvlQuery - The Evl Query returned 32 matches.
19:33:57.782 [main] DEBUG h.b.m.t.b.e.q.EpsilonApiEvlQuery - Element org.eclipse.emf.ecore.impl.DynamicEObjectImpl@46c269e0 (eClass: org.eclipse.emf.ecore.impl.EClassImpl@34123d65 (name: Segment) (instanceClassName: null) (abstract: false, interface: false)) did not satisfy PositiveLength
19:33:57.782 [main] DEBUG h.b.m.t.b.e.q.EpsilonApiEvlQuery - Match created
19:33:57.782 [main] DEBUG h.b.m.t.b.e.q.EpsilonApiEvlQuery - Element org.eclipse.emf.ecore.impl.DynamicEObjectImpl@6d1dcdff (eClass: org.eclipse.emf.ecore.impl.EClassImpl@34123d65 (name: Segment) (instanceClassName: null) (abstract: false, interface: false)) did not satisfy PositiveLength
19:33:57.782 [main] DEBUG h.b.m.t.b.e.q.EpsilonApiEvlQuery - Match created
19:33:57.782 [main] DEBUG h.b.m.t.b.e.q.EpsilonApiEvlQuery - Element org.eclipse.emf.ecore.impl.DynamicEObjectImpl@7aac8884 (eClass: org.eclipse.emf.ecore.impl.EClassImpl@34123d65 (name: Segment) (instanceClassName: null) (abstract: false, interface: false)) did not satisfy PositiveLength
19:33:57.782 [main] DEBUG h.b.m.t.b.e.q.EpsilonApiEvlQuery - Match created
19:33:57.782 [main] DEBUG h.b.m.t.b.e.q.EpsilonApiEvlQuery - Element org.eclipse.emf.ecore.impl.DynamicEObjectImpl@2f5ac102 (eClass: org.eclipse.emf.ecore.impl.EClassImpl@34123d65 (name: Segment) (instanceClassName: null) (abstract: false, interface: false)) did not satisfy PositiveLength
19:33:57.782 [main] DEBUG h.b.m.t.b.e.q.EpsilonApiEvlQuery - Match created
19:33:57.782 [main] DEBUG h.b.m.t.b.e.q.EpsilonApiEvlQuery - Element org.eclipse.emf.ecore.impl.DynamicEObjectImpl@3e33d73e (eClass: org.eclipse.emf.ecore.impl.EClassImpl@34123d65 (name: Segment) (instanceClassName: null) (abstract: false, interface: false)) did not satisfy PositiveLength
19:33:57.782 [main] DEBUG h.b.m.t.b.e.q.EpsilonApiEvlQuery - Match created
19:33:57.782 [main] DEBUG h.b.m.t.b.e.q.EpsilonApiEvlQuery - Element org.eclipse.emf.ecore.impl.DynamicEObjectImpl@68a4dcc6 (eClass: org.eclipse.emf.ecore.impl.EClassImpl@34123d65 (name: Segment) (instanceClassName: null) (abstract: false, interface: false)) did not satisfy PositiveLength
19:33:57.782 [main] DEBUG h.b.m.t.b.e.q.EpsilonApiEvlQuery - Match created
19:33:57.782 [main] DEBUG h.b.m.t.b.e.q.EpsilonApiEvlQuery - Element org.eclipse.emf.ecore.impl.DynamicEObjectImpl@646c0a67 (eClass: org.eclipse.emf.ecore.impl.EClassImpl@34123d65 (name: Segment) (instanceClassName: null) (abstract: false, interface: false)) did not satisfy PositiveLength
19:33:57.782 [main] DEBUG h.b.m.t.b.e.q.EpsilonApiEvlQuery - Match created
19:33:57.782 [main] DEBUG h.b.m.t.b.e.q.EpsilonApiEvlQuery - Element org.eclipse.emf.ecore.impl.DynamicEObjectImpl@1f53481b (eClass: org.eclipse.emf.ecore.impl.EClassImpl@34123d65 (name: Segment) (instanceClassName: null) (abstract: false, interface: false)) did not satisfy PositiveLength
19:33:57.782 [main] DEBUG h.b.m.t.b.e.q.EpsilonApiEvlQuery - Match created
19:33:57.782 [main] DEBUG h.b.m.t.b.e.q.EpsilonApiEvlQuery - Element org.eclipse.emf.ecore.impl.DynamicEObjectImpl@6cd64ee8 (eClass: org.eclipse.emf.ecore.impl.EClassImpl@34123d65 (name: Segment) (instanceClassName: null) (abstract: false, interface: false)) did not satisfy PositiveLength
